"","text"
"809.content","It fast food, right? ξWell... it food, at least.Ther are three McDonald within two block of my work (mayb more for all I know) and this one has THE WORST SERVICE of ani of them. ξI understand the peopl work the counter are get minimum wage or slight higher and are not super excit about their job or innov the industry.But seriously, will someon take my damn order already!??I can't count the number of time I have been here where I stand in line at a regist and when I final get to the front the person is run around without ani clear direct run food to other regist for the peopl who arriv after me but were lucki enough to win the regist lottery. ξMultipl time I have had to get someon attent and remind them that I am still wait to place my order.It not rocket science. ξHeck, it not even science. ξIt service. ξPlain and simple. ξDivid and conquer: one group of peopl take order and anoth group of peopl run the food while yet anoth make it in the back. ξSound simple, right? ξWell it doesn't appear so simpl when you walk into this McDonald's.I have work in the food servic industri as a waiter and I understand that peopl have differ idea on what is good servic but one thing is alway constant: greet your custom and communic with them. ξLet them know if you'll be a minute; inform them if there a wait. ξWhatev the issu just let them know; they'll appreci you more for it and be more will and patient to wait.Other than the servic this is, well, McDonald's. ξDoesn't matter which one you go to you get pretti much the same thing. ξThat the hallmark of their business. ξThe onli differ is service.So, pay attent franchisees: McDonald may continu to get my money but you independ franchis owner may soon lose valuabl custom with poor service.Afterall, there a McDonald within a coupl mile just about anywher in develop countries."
"810.content","McDonald is McDonald's, so this review is more for the servic and less for the food. The servic sucks. How can it take 20 minut to get me a singl McChicken??? By screw up order left and right, that how."
"811.content","One of my favorit Chicago McDonalds. This is more of a communiti center. Everyon hang out at this place. Young and Old. They complet remodel the restaurant. Free Wifi. Clean bathrooms."
"812.content","This place is realli bad. Stay away at all costs! I got a beef patti in my mcdoubl raw that is was stil gush blood. Terrible!"
"813.content","Pop out of the machin was complet flat, and this is not the first time either!! I've complain more than a few time with no results. I'll have to recommend Burger King as they have realli step it up with brand new pop machines. I guess Mcdonald doesn't care about their customers!! My grade for this location, a big F-!!! Would not recommend or go back!!"
"814.content","The District Manag now has manag that do not speak English, at all ( Maria). ξOrdere there is close to impossible, for those that don't speak spanish ( you know the new USM Oficial language) MAJOR FAIL as a D/M. It is a shame that they feel we need to loos our identity. If anyon know someon high up in the McNasti corp, pleas direct them to this review and ask them to contact me thru yelp. PLEASEI through cours of at least a year, the ONLi thing i have seen, is they at least know about a doubl hamburg key on the register. THAT'S IT!!!.He wouldn't have a job if he work for me, back in the day. I never had someon post that I was an epic failure..... in Juan case, if the shoe fits.....YOU'RE A FAILURE"
"815.content","We come here for the indoor playground. I also have to say the nicest McD employe I've met in a long time work here. I spill two hot coffe ALL over the floor, and Brandon R. clean it up and got us new coffe (no charge) n a jiff. His name might not actual be Brandon - when I work at McD back in the day, we'd just wear whatev name tag was available."
"816.content","I tend to go through the drive-thru here becaus it 24hrs and conveni located. The staff is friend and I swear the night manag make the best hot fresh fri that are perfect salted. Usualli servic is slower at late night for most place but here it quick and the food is hot. I think this is a great McDonald locat as it late night, quick HOT food, and an easi drive thru."
"817.content","The salad is good. The servic is quick. After school there a bunch of teen by the door smoking. If you ignor them, they probabl won't bite you. The fri are good too, but are drench in salt"
"818.content","Was ok, noth special. ξWokrer at the window was friendly."
"819.content","I was die of thirst in yesterday heat so I stop by for a dollar larg coke. There was onli one car in front of me but I think they order at least 20 item from the dollar menu. So I say behind them patient wait for my coke. (secret hope they would be ask to pull ahead and wait as I have been ask to do on sever occasions). Finally, they get all of their food and I get my coke. Or so I think. As I am get onto 90 I take a sip and realiz it is root beer. I was sad. But not will to go back."
"820.content","I've been to this McDonald sever time sinc it near work. ξI tend to think onli peopl who have had bad experi will take the time to write a review, which I don't think reflect veri well. ξFor how mani peopl they serv at lunch (from Lane Tech student to nearbi worker to families), I think they'v done a pretti consist job at be quick and have the food tast good (for McDonald standards).On the downside, drive-through order has a bit of an awkward setup (especi if you want to head left after you leave). ξThey also tend not to accept a lot of promot coupons. ξThe qualiti of the food dip a bit after lunch."
"821.content","Crappi femal manag who argu with me when I ""dared"" to return a grill chili chicken wrap which these idiot ad MAYONAISE! ξOh, you need to tell us no mayo when you order. ξOh, do I also have to tell you to make sure the food is hot, and not appear as though a 2 ton eleph had sat upon it? ξGive me a big mac, oh no.....you will get anoth wrap, this time you need to ask to hold the mayo. ξHmmmmm, with WENDY's, White Castle, Popey and a ton of other choice, how about you ""hold that chicen wrap between YOUR KNEES?"""
